Name	SMILES	PSMI	CLink	N_Clink	Graph_Frame	N_Graph_Frame	Bond_Frame	N_Bond_Frame	Detail_Frame	N_Detail_Frame
527242	c1ccc2c(c1)cccc2CC(=O)N3CCc4c3cc5c(ccnc5c4)N6CCN7CCC[C@H]7C6	O=C(Cc1cccc2ccccc12)N1CCc2cc3nccc(N4CCN5CCC[C@H]5C4)c3cc12	106	27	982	3	1079	3	959	3
527243	c1c(c(cc2c1OCCO2)N)C(=O)CN.Cl	NCC(=O)c1cc2OCCOc2cc1N	1588	1	5	105	241	11	400	7
527245	Cc1ccc(cc1)S(=O)(=O)c2c(sc(n2)S(=O)(=O)c3ccccc3)NCC4CCCO4	Cc1ccc(cc1)S(=O)(=O)c1nc(sc1NCC1CCCO1)S(=O)(=O)c1ccccc1	644	5	855	4	367	8	755	4
527246	c1ccc(cc1)Oc2ccc(cc2)Nc3ccnc(n3)Nc4cccc(c4)C(=O)NCCN5CCC(CC5)c6ccncc6	O=C(NCCN1CCC(CC1)c1ccncc1)c1cccc(Nc2nccc(Nc3ccc(Oc4ccccc4)cc3)n2)c1	136	22	1065	3	1313	3	1802	2
527248	c1ccc(cc1)c2ccc(cc2)C(=O)Nc3cccc(c3)CN4CCCN(CC4)Cc5[nH]ccn5.C(=O)(C(F)(F)F)O	O=C(Nc1cccc(CN2CCCN(Cc3ncc[nH]3)CC2)c1)c1ccc(cc1)-c1ccccc1	20	60	1555	2	1687	2	427	6
527251	CC(C)c1cccc(c1)OCC2CCN(CC2)c3ccc(cn3)C(=O)Nc4ccccc4	CC(C)c1cccc(OCC2CCN(CC2)c2ccc(cn2)C(=O)Nc2ccccc2)c1	59	35	683	5	899	4	747	4
527252	CC(C)C[C@@H](C(=O)N[C@H]1CCN(C1)Cc2ccc(c3c2cccc3)OC[C@@H]4CCCN4C)NC(=O)c5cc6ccccc6s5.C(=O)(C(F)(F)F)O	CC(C)C[C@H](NC(=O)c1cc2ccccc2s1)C(=O)N[C@H]1CCN(Cc2ccc(OC[C@@H]3CCCN3C)c3ccccc23)C1	243	13	1903	2	1897	2	1956	2
527254	CC1(CC(CC(N1)(C)C)NC(=O)c2ccc(c(c2)OC)c3cc4cc(c(cc4[nH]3)Cl)Cl)C.C(=O)(C(F)(F)F)O	COc1cc(ccc1-c1cc2cc(Cl)c(Cl)cc2[nH]1)C(=O)NC1CC(C)(C)NC(C)(C)C1	327	10	286	10	319	9	823	4
527255	CN1CCC(CC1)NCc2ccc(cc2)c3cccc(c3)c4[nH]c5ccccc5n4.C(=O)(C(F)(F)F)O	CN1CCC(CC1)NCc1ccc(cc1)-c1cccc(c1)-c1nc2ccccc2[nH]1	35	42	2225	2	1495	2	6	79
527259	Cn1cncc1C(=O)Nc2cccc(c2)c3cccc(c3)c4[nH]c5ccc(cc5n4)F	Cn1cncc1C(=O)Nc1cccc(c1)-c1cccc(c1)-c1nc2cc(F)ccc2[nH]1	83	30	51	33	49	33	233	10
527260	c1ccc(cc1)CN2CCC(CC2)C(=O)Nc3ccc(cc3)c4[nH]c5ccccc5n4	O=C(Nc1ccc(cc1)-c1nc2ccccc2[nH]1)C1CCN(Cc2ccccc2)CC1	71	32	511	6	712	5	818	4
527262	Cn1c(ccn1)C(=O)NCCNCc2cccc(c2)c3cccc(c3)c4[nH]c5ccc(cc5n4)F.C(=O)(C(F)(F)F)O	Cn1nccc1C(=O)NCCNCc1cccc(c1)-c1cccc(c1)-c1nc2cc(F)ccc2[nH]1	154	20	1148	3	1344	3	1067	3
527263	c1cc(cc(c1)F)COc2ccc(cc2Cl)Nc3c4cc(sc4ncn3)C#C[C@@H]5C[C@H](CN5)OC(=O)N6CCCC6.Cl	Fc1cccc(COc2ccc(Nc3ncnc4sc(cc34)C#C[C@@H]3C[C@H](CN3)OC(=O)N3CCCC3)cc2Cl)c1	48	38	983	3	332	9	300	8
527264	CC1CCCCN1S(=O)(=O)c2ccc(cc2)NC(=O)c3cc(n[nH]3)c4ccccc4O	CC1CCCCN1S(=O)(=O)c1ccc(NC(=O)c2cc(n[nH]2)-c2ccccc2O)cc1	95	28	186	14	169	14	247	9
527265	CN(C)CCOc1ccc(cc1)c2cc(c(o2)c3ccnc(n3)N)c4ccc(c(c4)O)Cl	CN(C)CCOc1ccc(cc1)-c1cc(c(o1)-c1ccnc(N)n1)-c1ccc(Cl)c(O)c1	458	7	302	9	264	10	166	13
527266	Cc1nnc2n1c3ccc(cc3cc2NC(=O)NCc4ccc(cc4)OC)c5ccc(cc5)CN6CCCC6	COc1ccc(CNC(=O)Nc2cc3cc(ccc3n3c(C)nnc23)-c2ccc(CN3CCCC3)cc2)cc1	249	13	1829	2	1447	2	1552	2
527267	c1ccc(cc1)c2ccccc2OCCCNc3nc(nc(n3)N4CCCC(C4)Cc5ccc(cc5)O)N6CCNCC6.C(=O)(C(F)(F)F)O	Oc1ccc(CC2CCCN(C2)c2nc(NCCCOc3ccccc3-c3ccccc3)nc(n2)N2CCNCC2)cc1	409	8	568	5	614	5	10	62
527268	c1ccc2c(c1)c(c[nH]2)C3CCN(CC3)CCCCCNC(=O)Nc4ccc(c(c4)Cl)I	Clc1cc(NC(=O)NCCCCCN2CCC(CC2)c2c[nH]c3ccccc23)ccc1I	39	41	138	17	171	14	137	16
527269	CCC(CSC1CCCCC1)N(C)CCN(C)C(CC)CSC2CCCCC2.Cl	CCC(CSC1CCCCC1)N(C)CCN(C)C(CC)CSC1CCCCC1	1589	1	53	32	570	5	2744	1
527270	CN(C)CCCOc1ccc(cc1)c2csc(n2)NC(=N)NCc3ccccc3.Br	CN(C)CCCOc1ccc(cc1)-c1csc(NC(=N)NCc2ccccc2)n1	645	5	220	12	215	12	66	26
527271	COc1ccc(cc1)CC(=O)NC(CCN2CCC3(CCc4c3cccc4)CC2)c5ccc(c(c5)Cl)Cl	COc1ccc(CC(=O)NC(CCN2CCC3(CCc4ccccc34)CC2)c2ccc(Cl)c(Cl)c2)cc1	417	8	1005	3	1199	3	1354	3
527273	CCC(CC(c1ccccc1)NCCCCNC(=O)c2ccc(cc2)NC(=O)c3ccc(cc3)Cl)c4ccccc4OC	CCC(CC(NCCCCNC(=O)c1ccc(NC(=O)c2ccc(Cl)cc2)cc1)c1ccccc1)c1ccccc1OC	30	49	206	12	1378	3	1291	3
527274	c1ccc2c(c1)CN(C2=O)CCNC(=O)c3ccc(cc3)Oc4ccc(cc4)C(=O)NCCN5Cc6ccccc6C5=O	O=C(NCCN1Cc2ccccc2C1=O)c1ccc(Oc2ccc(cc2)C(=O)NCCN2Cc3ccccc3C2=O)cc1	1113	2	767	4	1992	2	82	21
527275	c1cc(cc(c1)Cl)C(=O)NC(C(Cl)(Cl)Cl)Nc2ccc(cc2)N(=O)=O	Clc1cccc(c1)C(=O)NC(Nc1ccc(cc1)N(=O)=O)C(Cl)(Cl)Cl	646	5	18	60	12	65	171	13
527276	c1cc(cc(c1)C(F)(F)F)Cn2cncc2CN(CC3CC3)C(=O)Cc4ccc(cc4)n5cnnn5	FC(F)(F)c1cccc(Cn2cncc2CN(CC2CC2)C(=O)Cc2ccc(cc2)-n2cnnn2)c1	367	9	957	4	837	4	227	10
527277	Cc1cccc2c1[nH]c(n2)c3cccc(c3)c4ccc(cc4)NC(=O)NCc5cccc(c5)F	Cc1cccc2nc([nH]c12)-c1cccc(c1)-c1ccc(NC(=O)NCc2cccc(F)c2)cc1	98	28	289	9	327	9	368	7
527278	COc1ccccc1c2cccc(n2)c3cccc(c3)NC(=O)c4ccc(o4)N(=O)=O	COc1ccccc1-c1cccc(n1)-c1cccc(NC(=O)c2ccc(o2)N(=O)=O)c1	402	8	1320	3	1292	3	1110	3
527279	Cc1ccn2cc(nc2c1)c3cccc(c3)NC(=O)c4cc(cc(c4)OC)OC	COc1cc(OC)cc(c1)C(=O)Nc1cccc(c1)-c1cn2ccc(C)cc2n1	429	8	165	15	158	14	1022	3
527286	CCCc1cn2c3c1cc(cc3N(S(=O)(=O)CC2)C)C(=O)N[C@@H](Cc4ccccc4)[C@@H](CNC5CCCCC5)O.C(=O)O	CCCc1cn2CCS(=O)(=O)N(C)c3cc(cc1c23)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC1CCCCC1	2	141	158	16	141	16	407	7
527287	c1cc2c(cco2)cc1CCOCCCCCNCC(c3cc(c(c(c3)Cl)N)Cl)O	Nc1c(Cl)cc(cc1Cl)C(O)CNCCCCCOCCc1ccc2occc2c1	399	8	153	16	13	63	657	4
527288	C[C@H](c1ccccc1)Nc2nc3ccsc3c(n2)NCc4ccccc4	C[C@@H](Nc1nc(NCc2ccccc2)c2sccc2n1)c1ccccc1	725	4	1944	2	123	17	503	6
527289	CCCCc1ccc(cc1)c2[nH]c(c(n2)NC(=O)Nc3c(nc([nH]3)c4ccccc4)C(=O)OCC)C(=O)OCC	CCCCc1ccc(cc1)-c1nc(NC(=O)Nc2[nH]c(nc2C(=O)OCC)-c2ccccc2)c([nH]1)C(=O)OCC	527	6	659	5	775	4	117	18
527291	CC(C)NCc1ccc(cc1)c2cccc(c2)c3[nH]c4ccccc4n3.C(=O)(C(F)(F)F)O	CC(C)NCc1ccc(cc1)-c1cccc(c1)-c1nc2ccccc2[nH]1	35	42	10	70	11	70	6	79
527292	CCCCCCNC(=O)C(CCCC(C(=O)NCCCCCC)N)N.Cc1ccc(cc1)S(=O)(=O)O	CCCCCCNC(=O)C(N)CCCC(N)C(=O)NCCCCCC	1208	2	287	9	284	9	235	9
527293	CN(C)CCOc1cc(ccc1c2ccc(cc2)Cl)C(=O)NCCCCN3CCC(CC3)c4ccc5c(c4OC)CCCC5	COc1c(ccc2CCCCc12)C1CCN(CCCCNC(=O)c2ccc(c(OCCN(C)C)c2)-c2ccc(Cl)cc2)CC1	25	55	35	42	32	41	33	40
527295	Cc1c2ccc(cc2[nH]n1)Nc3nccc(n3)Nc4ccc(cc4)Oc5ccccc5.Cl	Cc1n[nH]c2cc(Nc3nccc(Nc4ccc(Oc5ccccc5)cc4)n3)ccc12	401	8	2203	2	2279	2	1740	2
527296	COc1ccc2c(n1)c(ccn2)N3CCC(CC3)NCc4ccc5c(n4)NC(=O)CS5	COc1ccc2nccc(N3CCC(CC3)NCc3ccc4SCC(=O)Nc4n3)c2n1	18	63	137	17	1971	2	2958	1
527297	Cc1nc(cs1)c2cccc(c2)C(=O)N(Cc3cncn3Cc4cccc(c4)C(F)(F)F)CC5CC5	Cc1nc(cs1)-c1cccc(c1)C(=O)N(CC1CC1)Cc1cncn1Cc1cccc(c1)C(F)(F)F	367	9	1332	3	1367	3	1953	2
527298	c1cc2c(ccnc2cc1c3ccc(o3)CN4CCSCC4)Nc5ccc(cc5F)Cl	Fc1cc(Cl)ccc1Nc1ccnc2cc(ccc12)-c1ccc(CN2CCSCC2)o1	42	40	223	12	208	12	193	11
527301	CCn1cnc2c1cc(cc2N3CCCCS3(=O)=O)C(=O)N[C@@H](Cc4ccccc4)[C@@H](CNC5CCOCC5)O	CCn1cnc2c(cc(cc12)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC1CCOCC1)N1CCCCS1(=O)=O	2	141	2021	2	2237	2	625	5
527302	C[C@@H](C(=O)N)N1CCCCC1c2ccc(cc2)OCc3cccc(c3)F	C[C@H](N1CCCCC1c1ccc(OCc2cccc(F)c2)cc1)C(N)=O	1590	1	15	62	682	5	59	29
527303	Cc1c(sc(n1)c2c(cnc(n2)NCCc3ccncc3)c4ccsc4)C	Cc1nc(sc1C)-c1nc(NCCc2ccncc2)ncc1-c1ccsc1	102	27	1493	2	1966	2	275	9
527304	c1cc(c(cc1C(CNCCCCCCNCC(c2ccc(c(c2)Cl)Cl)O)O)Cl)Cl.Cl	OC(CNCCCCCCNCC(O)c1ccc(Cl)c(Cl)c1)c1ccc(Cl)c(Cl)c1	358	9	60	30	58	30	65	26
527305	CCCN(CCC)CCOC(=O)C(c1ccccc1)(c2ccccc2)OCC	CCCN(CCC)CCOC(=O)C(OCC)(c1ccccc1)c1ccccc1	405	8	2	130	2	136	9	63
527306	CN1CCN(CC1)Cc2nc(cs2)c3ccc4c(ccnc4c3)Nc5ccc(c(c5)O)F	CN1CCN(Cc2nc(cs2)-c2ccc3c(Nc4ccc(F)c(O)c4)ccnc3c2)CC1	162	19	2083	2	1627	2	1253	3
527307	c1cc2c(cc1C(=N)N)cc([nH]2)c3cc4cc(ccc4o3)C(=N)N.Cl	NC(=N)c1ccc2[nH]c(cc2c1)-c1cc2cc(ccc2o1)C(N)=N	1209	2	728	4	1028	3	7	68
527311	COc1ccc2c(c1)c(ccn2)[C@H](CN3CCC(CC3)NC(=O)C(c4cc5ccccc5o4)N6CCN(CC6)c7ccccc7)O	COc1ccc2nccc([C@@H](O)CN3CCC(CC3)NC(=O)C(N3CCN(CC3)c3ccccc3)c3cc4ccccc4o3)c2c1	4	141	936	4	913	4	1318	3
527312	CC(C)c1c(nc2c(n1)c(nc(n2)N)N)N	CC(C)c1nc2c(N)nc(N)nc2nc1N	936	3	5	105	3	126	824	4
527315	Cc1ccc(cc1)CNC(=O)[C@H](CC(C)C)Nc2cc(nc(n2)NCc3ccccc3C)C.C(=O)(C(F)(F)F)O	CC(C)C[C@H](Nc1cc(C)nc(NCc2ccccc2C)n1)C(=O)NCc1ccc(C)cc1	6	111	386	8	940	4	1959	2
527319	Cc1cc(c2cc(ccc2n1)NC(=O)c3cc(cc(c3)C(F)(F)F)C(F)(F)F)OC.Cl	COc1cc(C)nc2ccc(NC(=O)c3cc(cc(c3)C(F)(F)F)C(F)(F)F)cc12	332	10	22	50	37	40	395	7
527320	COc1ccc(cc1S(=O)(=O)NCCN2CCCC2)c3ccc(cc3)CNC4Cc5ccccc5C4.C(=O)(C(F)(F)F)O	COc1ccc(cc1S(=O)(=O)NCCN1CCCC1)-c1ccc(CNC2Cc3ccccc3C2)cc1	73	32	1612	2	2151	2	2235	2
527322	Cc1ccccc1C2CCN(CC2)C3CCC(CC3)NC(=O)/C=C/c4cc(cc(c4)OC)OC	COc1cc(OC)cc(\C=C\C(=O)NC2CCC(CC2)N2CCC(CC2)c2ccccc2C)c1	64	34	40	37	39	38	42	36
527323	Cc1cccc2c1[nH]c(n2)c3ccc(s3)c4cccc(c4)CNCC5CCCO5.C(=O)(C(F)(F)F)O	Cc1cccc2nc([nH]c12)-c1ccc(s1)-c1cccc(CNCC2CCCO2)c1	1	254	562	6	533	6	1263	3
527324	Cc1cc(c2cc(ccc2n1)OC)NN=Cc3ccc(cc3)F	COc1ccc2nc(C)cc(NN=Cc3ccc(F)cc3)c2c1	8	102	1	198	1	180	2	161
527325	c1cc(cc(c1)c2[nH]c3ccc(cc3n2)F)c4cccc(c4)NC(=O)Nc5ccc(cc5)Cl	Fc1ccc2[nH]c(nc2c1)-c1cccc(c1)-c1cccc(NC(=O)Nc2ccc(Cl)cc2)c1	36	42	46	35	55	31	71	24
527326	CCc1cc(c(s1)CNCCCNc2cc(=O)c3ccccc3[nH]2)Br.Cl	CCc1cc(Br)c(CNCCCNc2cc(=O)c3ccccc3[nH]2)s1	112	26	123	19	89	21	135	16
527328	CN1CCN(CC1)c2ccnc3c2cc4c(c3)CCN4Cc5ccccc5	CN1CCN(CC1)c1ccnc2cc3CCN(Cc4ccccc4)c3cc12	106	27	1390	3	1074	3	1332	3
527329	CCCNc1ccc2c(n1)c(ccn2)CCN3CCC(CC3)NCc4ccc5c(n4)NC(=O)CS5	CCCNc1ccc2nccc(CCN3CCC(CC3)NCc3ccc4SCC(=O)Nc4n3)c2n1	18	63	7	77	8	79	487	6
527330	c1cc(c(cc1c2cc(ccc2O)C(=O)N3CCCC(C3)C(=O)NC4CCCCC4)Cl)Cl	Oc1ccc(cc1-c1ccc(Cl)c(Cl)c1)C(=O)N1CCCC(C1)C(=O)NC1CCCCC1	87	29	126	18	435	7	304	8
527331	CCCCCCCN1CC[C@H]([C@H](C1)CC)CCCc2ccnc3c2cc(cc3)OCCCCNC(=NO)N.C(=O)(C(=O)O)O	CCCCCCCN1CC[C@@H](CCCc2ccnc3ccc(OCCCCNC(N)=NO)cc23)[C@@H](CC)C1	187	16	17	62	97	20	103	19
527332	CC(=O)N(C)C1CCN(C1)Cc2cccc(c2)c3ccc(cc3)c4[nH]c5ccc(cc5n4)F.C(=O)(C(F)(F)F)O	CN(C1CCN(Cc2cccc(c2)-c2ccc(cc2)-c2nc3cc(F)ccc3[nH]2)C1)C(C)=O	9	93	413	7	417	7	361	7
527333	CC(=O)Nc1cccc(c1)C(=O)Nc2cccc(c2)c3ccc(cc3)c4[nH]c5ccc(cc5n4)F	CC(=O)Nc1cccc(c1)C(=O)Nc1cccc(c1)-c1ccc(cc1)-c1nc2cc(F)ccc2[nH]1	9	93	91	22	100	19	450	6
527334	Cc1cccc(c1)Cn2ccc3c2ccc4c3c(nc(n4)N)N	Cc1cccc(Cn2ccc3c2ccc2nc(N)nc(N)c32)c1	40	40	154	16	122	18	143	15
527335	c1cc(c(c(c1)F)F)CCc2cc(=O)c3cccnc3n2CC(=O)N(CCn4ccnc4)Cc5ccc(cc5)c6ccc(cc6)C(F)(F)F	Fc1cccc(CCc2cc(=O)c3cccnc3n2CC(=O)N(CCn2ccnc2)Cc2ccc(cc2)-c2ccc(cc2)C(F)(F)F)c1F	7	106	375	8	575	5	260	9
527336	c1ccc2c(c1)ccc3c2ccc(c3)C=NNC(=N)N.Cl	NC(=N)NN=Cc1ccc2c(ccc3ccccc23)c1	350	9	212	12	189	13	194	11
527337	c1ccc2c(c1)c(c[nH]2)C3CCN(CC3)CC4CCN(CC4)C(=O)/C=C/c5cc(c(cc5F)F)F	Fc1cc(F)c(\C=C\C(=O)N2CCC(CN3CCC(CC3)c3c[nH]c4ccccc34)CC2)cc1F	10	92	65	29	53	31	81	21
527339	c1ccc2c(c1)c(c[nH]2)C3CCN(CC3)CCCCCNC(=S)Nc4cc(cc(c4)Cl)Cl	Clc1cc(Cl)cc(NC(=S)NCCCCCN2CCC(CC2)c2c[nH]c3ccccc23)c1	39	41	138	17	171	14	137	16
527340	Cc1cc(ccc1N2CCN(CC2)C)Nc3ncc(c(n3)Nc4ccccc4C(=O)N)C#N.Cl	CN1CCN(CC1)c1ccc(Nc2ncc(C#N)c(Nc3ccccc3C(N)=O)n2)cc1C	206	15	200	13	153	15	371	7
527341	CS(=O)(=O)CCNCc1ccc(o1)c2ccc3c(c2)c(ncn3)Nc4ccc(c(c4)Cl)OCc5ccccc5.Cl	CS(=O)(=O)CCNCc1ccc(o1)-c1ccc2ncnc(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2c1	192	15	157	16	145	16	268	9
527342	CCC[C@@H](C(=O)NCCc1cccc(c1)OC)N2C(c3ccc(c(c3C2=O)OC)OC)C(=O)Nc4c(cccc4C)C	CCC[C@H](N1C(C(=O)Nc2c(C)cccc2C)c2ccc(OC)c(OC)c2C1=O)C(=O)NCCc1cccc(OC)c1	647	5	574	5	1239	3	82	21
527344	CC(C)(CN)c1[nH]c(c(n1)c2ccc(c(c2)O)Cl)c3ccnc(n3)N	CC(C)(CN)c1nc(c([nH]1)-c1ccnc(N)n1)-c1ccc(Cl)c(O)c1	34	45	125	18	105	19	2387	2
527345	CN=C(Nc1c(cccc1Cl)Cl)N(C)C.C(=C/C(=O)O)\C(=O)O	CN=C(Nc1c(Cl)cccc1Cl)N(C)C	1591	1	4	115	4	108	4	90
527346	CC(Cc1ccc(c(c1)F)OC)NCC(c2cccc(c2)C(F)(F)F)O.Br	COc1ccc(CC(C)NCC(O)c2cccc(c2)C(F)(F)F)cc1F	347	9	14	65	6	85	5	82
527348	Cc1cccc2c1[nH]c(n2)c3cccc(c3)c4cccc(c4)CNCCN5CCNCC5.C(=O)(C(F)(F)F)O	Cc1cccc2nc([nH]c12)-c1cccc(c1)-c1cccc(CNCCN2CCNCC2)c1	13	84	376	8	921	4	868	4
527350	Cc1cccc2c1[nH]c(n2)c3cccc(c3)c4cccc(c4)NC(=O)Cc5c(nc(s5)C)C	Cc1nc(C)c(CC(=O)Nc2cccc(c2)-c2cccc(c2)-c2nc3cccc(C)c3[nH]2)s1	43	40	240	11	226	11	1636	2
527351	CN(Cc1ccc(cc1)NC(=O)NC2CCN(CC2)C(=O)/C=C/c3ccc(c(c3)Cl)Cl)C4CCOCC4	CN(Cc1ccc(NC(=O)NC2CCN(CC2)C(=O)\C=C\c2ccc(Cl)c(Cl)c2)cc1)C1CCOCC1	103	27	205	12	646	5	2919	1
527352	c1ccc2c(c1)cc([nH]2)CC3CCN(CC3)CC4CCC(CC4)NC(=O)/C=C/c5ccc(c(c5)Cl)Cl	Clc1ccc(\C=C\C(=O)NC2CCC(CN3CCC(Cc4cc5ccccc5[nH]4)CC3)CC2)cc1Cl	727	4	1397	2	1433	2	1639	2
527353	COC(=O)c1cccc(c1)CNCc2cccc(c2)c3cc(sc3)c4[nH]c5ccccc5n4.C(=O)(C(F)(F)F)O	COC(=O)c1cccc(CNCc2cccc(c2)-c2csc(c2)-c2nc3ccccc3[nH]2)c1	62	34	139	17	127	17	580	5
527354	COc1ccc(c(c1)c2c(nc(s2)N=C(N)N)c3ccccc3)O	COc1ccc(O)c(c1)-c1sc(N=C(N)N)nc1-c1ccccc1	1210	2	125	18	105	19	2251	2
527355	COc1ccc(cc1)C23C(CC4(C2(c5c(cc(cc5OC)OC)O3)O)SCCCS4)c6ccccc6	COc1ccc(cc1)C12Oc3cc(OC)cc(OC)c3C1(O)C1(CC2c2ccccc2)SCCCS1	1211	2	506	6	468	6	523	5
527357	Cc1ccc(cc1)N2C(=O)C3C(C2=O)C4(C(=C(C3(C4=O)c5ccccc5)c6ccccc6)c7ccccc7)c8ccccc8	Cc1ccc(cc1)N1C(=O)C2C(C1=O)C1(C(=O)C2(C(=C1c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1	764	4	1337	3	1160	3	1024	3
527358	COc1cc(cc(c1OC)OC)Nc2nccc(n2)N3CCC(C3)NC(=O)C4COc5ccccc5O4	COc1cc(Nc2nccc(n2)N2CCC(C2)NC(=O)C2COc3ccccc3O2)cc(OC)c1OC	1212	2	412	7	424	7	1729	2
527359	COc1cc(cc(c1O)OC)c2[nH]c(c(n2)c3ccc(cc3)N(=O)=O)c4ccccc4	COc1cc(cc(OC)c1O)-c1nc(c([nH]1)-c1ccccc1)-c1ccc(cc1)N(=O)=O	293	11	381	8	460	7	256	9
527360	c1cc(ccc1Oc2ccc(cc2)S(=O)(=O)Nc3cc4c(cc3O)CCN(CC4)C5CCC5)F.Cl	Oc1cc2CCN(CCc2cc1NS(=O)(=O)c1ccc(Oc2ccc(F)cc2)cc1)C1CCC1	164	19	190	13	48	33	53	31
527361	CCCCCCCN1CC[C@H]([C@H](C1)C=C)CCNc2ccnc3c2cc(cc3)OC	CCCCCCCN1CC[C@@H](CCNc2ccnc3ccc(OC)cc23)[C@H](C1)C=C	277	12	17	62	97	20	494	6
527362	CCCCN(CCCC)CCCN(CCCN(CCCC)CCCC)c1cc(nc(n1)Nc2ccc(cc2)Br)C.C(=O)(C(=O)O)O	CCCCN(CCCC)CCCN(CCCN(CCCC)CCCC)c1cc(C)nc(Nc2ccc(Br)cc2)n1	5	113	2	130	2	136	35	38
527363	CN1CCN(CC1)c2ccnc3c2cc(cc3)NC(=O)Cc4ccc5ccccc5c4	CN1CCN(CC1)c1ccnc2ccc(NC(=O)Cc3ccc4ccccc4c3)cc12	310	10	854	4	1979	2	1052	3
527364	CC(C(=O)NCCN1CCCCC1)NC(=O)c2ccc(c(c2)c3ccc(c(c3)Cl)Cl)O	CC(NC(=O)c1ccc(O)c(c1)-c1ccc(Cl)c(Cl)c1)C(=O)NCCN1CCCCC1	21	58	704	5	653	5	1039	3
527365	CS(=O)(=O)O.c1ccc2c(c1)c(ccc2OCC(F)(F)F)CCNCCCCNCCc3ccc(c4c3cccc4)OCC(F)(F)F	FC(F)(F)COc1ccc(CCNCCCCNCCc2ccc(OCC(F)(F)F)c3ccccc23)c2ccccc12	191	16	31	43	31	43	375	7
527366	Cc1c(c(=O)c(c([nH]1)C)Br)c2ccc(nc2)OCc3cc(cc(c3)F)F	Cc1[nH]c(C)c(-c2ccc(OCc3cc(F)cc(F)c3)nc2)c(=O)c1Br	259	12	15	62	22	50	257	9
527367	COc1ccc(cc1)C(=O)C2CC2CN3CCC(=CC3)c4c[nH]c5c4c(ccc5)Br.C(=O)(C(F)(F)F)O	COc1ccc(cc1)C(=O)C1CC1CN1CCC(=CC1)c1c[nH]c2cccc(Br)c12	173	17	261	10	258	10	394	7
527370	CCCCCCc1cc(ccc1O)Oc2c(cc(cc2I)C[C@@H](C(=O)O)N)I	CCCCCCc1cc(Oc2c(I)cc(C[C@H](N)C(O)=O)cc2I)ccc1O	937	3	2	130	2	136	53	31
527371	c1cc2c(cc1Br)c(c[nH]2)C3=CCN(CC3)CC(=O)N	NC(=O)CN1CCC(=CC1)c1c[nH]c2ccc(Br)cc12	183	16	313	9	705	5	32	41
527373	CC1CN(CCN1c2ccc(cc2)NC(=O)c3cccs3)Cc4ccccc4.C(=O)(C(F)(F)F)O	CC1CN(Cc2ccccc2)CCN1c1ccc(NC(=O)c2cccs2)cc1	163	19	369	8	390	8	349	7
527375	Cn1c2c(cc(s2)C(=O)NCCN(C)Cc3ccccc3)c(n1)c4cccc(c4)OC	COc1cccc(c1)-c1nn(C)c2sc(cc12)C(=O)NCCN(C)Cc1ccccc1	150	20	1412	2	564	6	249	9
527377	COc1ccc(c(c1)C2CCN(CC2)CCCCNC(=O)c3ccc(cc3)NC(=O)c4ccc(cc4)Cl)OCc5ccccn5.Cl	COc1ccc(OCc2ccccn2)c(c1)C1CCN(CCCCNC(=O)c2ccc(NC(=O)c3ccc(Cl)cc3)cc2)CC1	121	25	9	73	9	75	2209	2
527378	Cc1ccc(cc1Cl)NC(=O)Nc2ccc(c(c2)OCCN(C)C)I	CN(C)CCOc1cc(NC(=O)Nc2ccc(C)c(Cl)c2)ccc1I	289	11	16	62	23	50	12	60
527379	CC(C)(C)c1ccc(cc1)S(=O)(=O)Nc2ccccc2N3CCOCC3	CC(C)(C)c1ccc(cc1)S(=O)(=O)Nc1ccccc1N1CCOCC1	754	4	54	32	7	82	380	7
527381	CCOC(=O)c1ccc(cc1)NC(=O)N[C@@H](Cc2ccccc2)C(=O)NC3CCN(C3)Cc4ccc(c(c4)OC)O	CCOC(=O)c1ccc(NC(=O)N[C@@H](Cc2ccccc2)C(=O)NC2CCN(Cc3ccc(O)c(OC)c3)C2)cc1	207	15	462	6	499	6	442	6
527382	c1cc(cc(c1)N(=O)=O)n2c(nc(n2)NCc3ccc(cc3)Cl)c4ccc(c(c4)C(F)(F)F)F	Fc1ccc(cc1C(F)(F)F)-c1nc(NCc2ccc(Cl)cc2)nn1-c1cccc(c1)N(=O)=O	765	4	913	4	738	4	790	4
527383	CC(C)C[C@@H](C(=O)NC(/C=N/N1CCCC1=O)C(C)C)NC(=O)c2ccc(cc2)OCCN3CCOCC3	C(C)(C)C[C@H](NC(=O)c1ccc(OCCN2CCOCC2)cc1)C(=O)NC(C(C)C)\C=N\N1CCCC1=O	155	20	856	4	759	4	2640	1
527384	CN1CC(OC1=N)c2ccc(c(c2)Cl)Cl.I	CN1CC(OC1=N)c1ccc(Cl)c(Cl)c1	1592	1	192	13	1148	3	1961	2
527385	Cc1csc2c1c(=O)oc(n2)C(C)c3ccc(cc3)NC(=O)c4cccs4	CC(c1ccc(NC(=O)c2cccs2)cc1)c1nc2scc(C)c2c(=O)o1	250	13	1717	2	315	9	75	23
